AirportFrom,AirportTo,DelayRate_Route,FreqRate_Route
CLT,STX,0.5,2
CLT,SYR,0.30120481927710846,83
CLT,TPA,0.45387453874538747,271
CMH,ATL,0.27335640138408307,289
CMH,BNA,0.75,56
CMH,BWI,0.6619718309859155,142
CMH,CVG,0.46875,32
CMH,DCA,0.3132530120481928,83
CMH,DEN,0.375,64
CMH,DFW,0.5037037037037037,135
CMH,DTW,0.43661971830985913,71
CMH,EWR,0.3761467889908257,109
CMH,FLL,0.34615384615384615,26
CMH,IAD,0.4268292682926829,82
CMH,IAH,0.41975308641975306,81
CMH,JFK,0.35106382978723405,94
CMH,LAS,0.6774193548387096,62
CMH,LAX,0.625,8
CMH,LGA,0.27439024390243905,164
CMH,MCO,0.6829268292682927,123
CMH,MDW,0.7292817679558011,181
CMH,MEM,0.29545454545454547,44
CMH,MIA,0.5053763440860215,93
CMH,MSP,0.27906976744186046,86
CMH,ORD,0.4085714285714286,350
CMH,PHX,0.42857142857142855,84
CMH,RDU,0.23076923076923078,26
CMH,RSW,0.3157894736842105,57
CMH,STL,0.8113207547169812,53
CMH,TPA,0.7096774193548387,62
CMI,DFW,0.3225806451612903,31
CMI,ORD,0.3108108108108108,148
CMX,ORD,0.3064516129032258,62
COD,DEN,0.3225806451612903,31
COD,SLC,0.4032258064516129,62
COS,ATL,0.4838709677419355,31
COS,DEN,0.382262996941896,327
COS,DFW,0.1830065359477124,153
COS,IAD,0.25806451612903225,31
COS,IAH,0.3493150684931507,146
COS,LAX,0.32926829268292684,82
COS,MSP,0.75,32
COS,ORD,0.4453125,128
COS,SFO,0.3548387096774194,31
COS,SLC,0.34285714285714286,70
COU,MEM,0.3146067415730337,89
CPR,DEN,0.3333333333333333,117
CPR,SLC,0.23728813559322035,59
CRP,DFW,0.226890756302521,238
CRP,HOU,0.427536231884058,138
CRP,IAH,0.19808306709265175,313
CRW,ATL,0.4715447154471545,123
CRW,DTW,0.2692307692307692,78
CRW,IAH,0.7741935483870968,31
CRW,LGA,0.15384615384615385,26
CRW,MCO,0.5384615384615384,13
CRW,ORD,0.43333333333333335,120
CSG,ATL,0.2711864406779661,118
CSG,DFW,0.3442622950819672,61
CVG,ATL,0.49145299145299143,234
CVG,BDL,0.29411764705882354,85
CVG,BNA,0.2708333333333333,48
CVG,BOS,0.48514851485148514,101
CVG,BWI,0.4186046511627907,43
CVG,CLE,0.22413793103448276,58
CVG,CLT,0.24742268041237114,194
CVG,CMH,0.23529411764705882,17
CVG,DCA,0.4247787610619469,113
CVG,DEN,0.4189189189189189,74
CVG,DFW,0.4854368932038835,206
CVG,DTW,0.29444444444444445,180
CVG,EVV,0.4523809523809524,42
CVG,EWR,0.4774774774774775,222
CVG,FLL,0.3508771929824561,57
CVG,FWA,0.34782608695652173,46
CVG,GRR,0.32432432432432434,74
CVG,GSO,0.41935483870967744,31
CVG,GSP,0.3225806451612903,31
CVG,HTS,0.19298245614035087,57
CVG,IAD,0.3302752293577982,109
CVG,IAH,0.34146341463414637,205
CVG,JAX,0.38181818181818183,55
CVG,JFK,0.3815789473684211,76
CVG,LAS,0.7,50
CVG,LAX,0.7534246575342466,73
CVG,LGA,0.4527027027027027,148
CVG,MCI,0.3561643835616438,73
CVG,MCO,0.4318181818181818,88
CVG,MDT,0.30357142857142855,56
CVG,MEM,0.32222222222222224,90
CVG,MIA,0.36764705882352944,136
CVG,MKE,0.41379310344827586,87
CVG,MSN,0.4230769230769231,26
CVG,MSP,0.42857142857142855,119
CVG,MSY,0.525,40
CVG,OMA,0.3448275862068966,29
CVG,ORD,0.3064516129032258,372
CVG,ORF,0.3559322033898305,59
CVG,PHL,0.25274725274725274,91
CVG,PHX,0.5,30
CVG,PIT,0.4507042253521127,71
CVG,RDU,0.3793103448275862,58
CVG,RIC,0.3157894736842105,57
CVG,RSW,0.36486486486486486,74
CVG,SAN,0.8,10
CVG,SBN,0.25,44
CVG,SDF,0.3559322033898305,59
CVG,SEA,0.6,25
CVG,SFO,0.7714285714285715,35
CVG,SLC,0.5967741935483871,62
CVG,STL,0.32941176470588235,85
CVG,SYR,0.375,40
CVG,TPA,0.45,60
CVG,TYS,0.2807017543859649,57
CVG,XNA,0.1956521739130435,46
CWA,EAU,0.4444444444444444,27
CWA,ORD,0.40350877192982454,114
CYS,DFW,0.22580645161290322,31
DAB,ATL,0.45901639344262296,122
DAB,CLT,0.23076923076923078,13
DAL,ABQ,0.8589743589743589,234
DAL,AMA,0.7692307692307693,156
DAL,AUS,0.6790123456790124,324
DAL,BHM,0.875,88
DAL,ELP,0.8308457711442786,201
DAL,HOU,0.6804564907275321,701
DAL,IAH,0.35751295336787564,193
DAL,LBB,0.7707006369426752,157
DAL,LIT,0.75,172
DAL,MAF,0.7891156462585034,147
DAL,MCI,0.8315412186379928,279
DAL,MEM,0.19540229885057472,87
DAL,MSY,0.7412935323383084,201
DAL,OKC,0.8057553956834532,139
DAL,SAT,0.6579634464751958,383
DAL,STL,0.7733333333333333,225
DAL,TUL,0.7615894039735099,151
DAY,ATL,0.38095238095238093,273
DAY,BWI,0.26744186046511625,86
DAY,CLE,0.2,55
DAY,DEN,0.3595505617977528,89
DAY,DFW,0.29545454545454547,88
DAY,DTW,0.26666666666666666,90
DAY,EWR,0.3950617283950617,81
DAY,IAD,0.35443037974683544,79
DAY,IAH,0.32786885245901637,61
DAY,MCO,0.16129032258064516,31
DAY,MSP,0.29473684210526313,95
DAY,ORD,0.32105263157894737,190
DAY,TPA,0.15384615384615385,26
DBQ,ORD,0.3333333333333333,27
DCA,ATL,0.326625386996904,646
DCA,BDL,0.3157894736842105,114
DCA,BNA,0.16083916083916083,143
DCA,BOS,0.2701664532650448,781
DCA,BUF,0.34615384615384615,26
DCA,CLE,0.1927710843373494,83
DCA,CLT,0.3023255813953488,258
DCA,CMH,0.1927710843373494,83
DCA,CVG,0.33035714285714285,112
DCA,DEN,0.3387096774193548,124
DCA,DFW,0.32407407407407407,324
DCA,DTW,0.4970414201183432,169
DCA,EWR,0.38235294117647056,136
DCA,FLL,0.38666666666666666,150
DCA,GRR,0.4230769230769231,26
DCA,IAH,0.5394736842105263,228
DCA,IND,0.1686746987951807,83
DCA,JAN,0.38461538461538464,26
DCA,JAX,0.3212121212121212,165
DCA,JFK,0.22887323943661972,284
DCA,LAS,0.12903225806451613,31
DCA,LAX,0.45161290322580644,31
DCA,LEX,0.3181818181818182,22
DCA,LGA,0.18209876543209877,324
DCA,MCO,0.3188405797101449,345
DCA,MEM,0.72,50
DCA,MIA,0.46920821114369504,341
DCA,MKE,0.3283582089552239,201
DCA,MSN,0.48,25
DCA,MSP,0.5555555555555556,153
DCA,ORD,0.27491408934707906,582
DCA,PBI,0.4626865671641791,67
DCA,PHL,0.30303030303030304,33
DCA,PHX,0.37362637362637363,91
DCA,PVD,0.22580645161290322,31
DCA,RDU,0.13333333333333333,210
DCA,RSW,0.20512820512820512,39
DCA,SEA,0.3,60
DCA,SLC,0.41935483870967744,31
DCA,STL,0.28708133971291866,209
DCA,SYR,0.2222222222222222,27
DCA,TPA,0.291866028708134,209
DEN,ABQ,0.48878923766816146,223
DEN,AMA,0.7678571428571429,56
DEN,ASE,0.4884488448844885,303
DEN,ATL,0.47608695652173916,460
DEN,ATW,0.48148148148148145,27
DEN,AUS,0.5742574257425742,202
DEN,BDL,0.8387096774193549,31
DEN,BFL,0.5806451612903226,31
DEN,BHM,0.5106382978723404,47
DEN,BIL,0.3181818181818182,132
DEN,BIS,0.37815126050420167,119
DEN,BKG,0.5,2
DEN,BNA,0.5228758169934641,153
DEN,BOI,0.5110132158590308,227
DEN,BOS,0.40336134453781514,238
DEN,BUR,0.4838709677419355,62
DEN,BWI,0.5107296137339056,233
DEN,BZN,0.47761194029850745,134
DEN,CAK,0.5714285714285714,56
DEN,CID,0.40384615384615385,52
DEN,CLE,0.39805825242718446,103
DEN,CLT,0.3087248322147651,149
DEN,CMH,0.29545454545454547,44
DEN,COD,0.3548387096774194,31
DEN,COS,0.39634146341463417,328
DEN,CPR,0.46153846153846156,117
DEN,CVG,0.42857142857142855,63
DEN,DAY,0.3707865168539326,89
DEN,DCA,0.4838709677419355,124
DEN,DFW,0.3108348134991119,563
DEN,DRO,0.4541284403669725,218
DEN,DSM,0.30392156862745096,102
DEN,DTW,0.5610687022900763,262
DEN,EGE,0.46875,96
DEN,ELP,0.5113636363636364,88
DEN,EUG,0.43859649122807015,57
DEN,EWR,0.5473684210526316,190
DEN,FAR,0.42857142857142855,119
DEN,FAT,0.5222222222222223,90
DEN,FCA,0.45161290322580644,31
DEN,FLL,0.6776859504132231,121
DEN,FSD,0.4117647058823529,119
DEN,GCC,0.14516129032258066,62
DEN,GEG,0.484472049689441,161
DEN,GJT,0.44036697247706424,218
DEN,GRR,0.6,5
DEN,GTF,0.45161290322580644,62
DEN,GUC,0.40425531914893614,47
DEN,HDN,0.45652173913043476,92
DEN,HLN,0.5833333333333334,60
DEN,HNL,0.2857142857142857,35
DEN,HOU,0.5902439024390244,205
DEN,HSV,0.3559322033898305,59
DEN,IAD,0.46153846153846156,299
DEN,IAH,0.46875,320
DEN,ICT,0.3028169014084507,142
DEN,IDA,0.3977272727272727,88
DEN,IND,0.6101694915254238,177
DEN,JAC,0.44086021505376344,93
DEN,JFK,0.38333333333333336,60
DEN,KOA,0.25,4
DEN,LAS,0.495253164556962,632
DEN,LAX,0.4793814432989691,776
DEN,LGA,0.4834123222748815,211
DEN,LIH,0.75,4
DEN,LIT,0.5113636363636364,88
DEN,LNK,0.4772727272727273,88
DEN,MAF,0.43548387096774194,62
DEN,MCI,0.4083333333333333,360
DEN,MCO,0.45075757575757575,264
DEN,MDW,0.5454545454545454,374
DEN,MEM,0.5066666666666667,75
DEN,MFR,0.5806451612903226,31
DEN,MIA,0.475,80
DEN,MKE,0.4265402843601896,211
DEN,MLI,0.45901639344262296,61
DEN,MOT,0.3387096774193548,62
DEN,MRY,0.3548387096774194,31
DEN,MSN,0.39603960396039606,101
DEN,MSO,0.4666666666666667,135
DEN,MSP,0.5211267605633803,497
DEN,MSY,0.5,152
DEN,MTJ,0.38392857142857145,112
DEN,OAK,0.5465116279069767,172
DEN,OGG,0.2222222222222222,18
DEN,OKC,0.509090909090909,220
DEN,OMA,0.4292682926829268,205
DEN,ONT,0.4303030303030303,165
DEN,ORD,0.43201754385964913,456
DEN,PDX,0.543010752688172,372
DEN,PHF,0.5714285714285714,14
DEN,PHL,0.47478991596638653,238
DEN,PHX,0.49560117302052786,682
DEN,PIA,0.3548387096774194,31
DEN,PIT,0.33962264150943394,53
DEN,PSC,0.4318181818181818,88
DEN,PSP,0.4296875,128
DEN,RAP,0.4222222222222222,180
DEN,RDM,0.3548387096774194,31
DEN,RDU,0.84375,32
DEN,RKS,0.1774193548387097,62
DEN,RNO,0.43333333333333335,120
DEN,RSW,0.4666666666666667,15
DEN,SAN,0.49295774647887325,426
DEN,SAT,0.512,125
DEN,SBA,0.3389830508474576,59
DEN,SDF,0.5405405405405406,37
DEN,SEA,0.4716981132075472,477
DEN,SFO,0.5765957446808511,470
DEN,SGF,0.4523809523809524,84
DEN,SJC,0.4532710280373832,214
DEN,SLC,0.5919629057187017,647
DEN,SMF,0.5363984674329502,261
DEN,SNA,0.4914772727272727,352
DEN,STL,0.5672514619883041,171
DEN,TPA,0.5151515151515151,165
DEN,TUL,0.472636815920398,201
DEN,TUS,0.5392491467576792,293
DEN,TYS,0.3225806451612903,31
DEN,XNA,0.38333333333333336,60
DFW,ABI,0.33175355450236965,211
DFW,ABQ,0.3991769547325103,243
DFW,ACT,0.288135593220339,59
DFW,AEX,0.2608695652173913,92
DFW,AGS,0.4098360655737705,61
DFW,AMA,0.352112676056338,71
DFW,ATL,0.37286063569682154,818
DFW,AUS,0.40444444444444444,450
DFW,BDL,0.45652173913043476,92
DFW,BHM,0.26666666666666666,90
DFW,BMI,0.41935483870967744,31
DFW,BNA,0.3723849372384937,239
DFW,BOS,0.43043478260869567,230
DFW,BRO,0.46774193548387094,62
DFW,BTR,0.3237704918032787,244
DFW,BUR,0.358974358974359,117
DFW,BWI,0.35555555555555557,180
DFW,CAE,0.27472527472527475,91
DFW,CHA,0.41935483870967744,31
DFW,CHS,0.2826086956521739,92
DFW,CID,0.2777777777777778,144
DFW,CLE,0.3793103448275862,174
DFW,CLL,0.45161290322580644,31
DFW,CLT,0.3952380952380952,420
DFW,CMH,0.4,135
DFW,CMI,0.45161290322580644,31
DFW,COS,0.39215686274509803,153
DFW,CRP,0.35294117647058826,238
DFW,CSG,0.36065573770491804,61
DFW,CVG,0.40487804878048783,205
DFW,CYS,0.2903225806451613,31
DFW,DAY,0.36363636363636365,88
DFW,DCA,0.3611111111111111,324
DFW,DEN,0.3290676416819013,547
DFW,DSM,0.3575418994413408,179
DFW,DTW,0.39436619718309857,213
DFW,EGE,0.46153846153846156,52
DFW,ELP,0.40336134453781514,238
DFW,EVV,0.3770491803278688,61
DFW,EWR,0.4158415841584158,303
DFW,FAT,0.5081967213114754,61
DFW,FAY,0.39344262295081966,61
DFW,FLL,0.5243243243243243,185
DFW,FSD,0.45454545454545453,44
DFW,FSM,0.25333333333333335,75
DFW,FWA,0.27419354838709675,62
DFW,GGG,0.16129032258064516,31
DFW,GJT,0.3064516129032258,62
DFW,GPT,0.3804347826086957,92
DFW,GRK,0.3806818181818182,176
DFW,GRR,0.43548387096774194,62
DFW,GSO,0.40540540540540543,74
DFW,GSP,0.29411764705882354,119
DFW,GUC,0.5,32
DFW,HDN,0.5555555555555556,18
DFW,HNL,0.6451612903225806,62
DFW,HOU,0.3155339805825243,206
DFW,HSV,0.3448275862068966,87
DFW,IAD,0.30472103004291845,233
DFW,IAH,0.3155339805825243,412
DFW,ICT,0.3559322033898305,118
DFW,IND,0.3333333333333333,153
DFW,JAC,0.7272727272727273,11
DFW,JAN,0.2594142259414226,239
DFW,JAX,0.3559322033898305,118
DFW,JFK,0.6774193548387096,31
DFW,LAS,0.38004750593824227,421
DFW,LAX,0.5669724770642202,545
DFW,LBB,0.40540540540540543,148
DFW,LCH,0.3387096774193548,62
DFW,LEX,0.43478260869565216,92
DFW,LFT,0.2608695652173913,92
DFW,LGA,0.44522144522144524,429
DFW,LIT,0.2607260726072607,303
DFW,LRD,0.3559322033898305,118
DFW,MAF,0.31521739130434784,92
DFW,MCI,0.3472803347280335,239
DFW,MCO,0.4114114114114114,333
DFW,MEM,0.34146341463414637,205
DFW,MFE,0.28205128205128205,117
DFW,MGM,0.3522727272727273,88
DFW,MHK,0.391304347826087,92
DFW,MIA,0.6493506493506493,308
DFW,MKE,0.28640776699029125,206
DFW,MLI,0.43859649122807015,57
DFW,MLU,0.25806451612903225,31
DFW,MOB,0.3804347826086957,92
DFW,MSN,0.3709677419354839,62
DFW,MSP,0.390625,256
DFW,MSY,0.29444444444444445,180
DFW,MTJ,0.3125,16
DFW,OGG,0.6129032258064516,31
DFW,OKC,0.323943661971831,213
DFW,OMA,0.2483221476510067,149
DFW,ONT,0.4918032786885246,122
DFW,ORD,0.43350604490500866,579
DFW,ORF,0.39344262295081966,61
DFW,PBI,0.6229508196721312,61
DFW,PDX,0.5573770491803278,122
DFW,PHL,0.37777777777777777,315
DFW,PHX,0.35357917570498915,461
DFW,PIA,0.45901639344262296,61
DFW,PIT,0.43478260869565216,92
DFW,PNS,0.35947712418300654,153
DFW,PSP,0.4891304347826087,92
DFW,RAP,0.3870967741935484,31
DFW,RDU,0.41830065359477125,153
DFW,RIC,0.43478260869565216,92
DFW,RNO,0.639344262295082,61
DFW,ROW,0.47126436781609193,87
DFW,RSW,0.5760869565217391,92
DFW,SAF,0.3770491803278688,61
DFW,SAN,0.5054545454545455,275
DFW,SAT,0.3991130820399113,451
DFW,SAV,0.4262295081967213,61
DFW,SDF,0.3898305084745763,118
DFW,SEA,0.5377049180327869,305
DFW,SFO,0.6200607902735562,329
DFW,SGF,0.34309623430962344,239
DFW,SHV,0.3300970873786408,103
DFW,SJC,0.45555555555555555,180
DFW,SJT,0.5333333333333333,15
DFW,SJU,0.8333333333333334,66
DFW,SLC,0.5387755102040817,245
DFW,SMF,0.45081967213114754,122
DFW,SNA,0.4551083591331269,323
DFW,SPS,0.30434782608695654,46
DFW,STL,0.3132075471698113,265
DFW,TLH,0.5483870967741935,31
DFW,TPA,0.44651162790697674,215
DFW,TUL,0.38114754098360654,244
DFW,TUS,0.4857142857142857,210
DFW,TXK,0.33766233766233766,77
DFW,TYR,0.25,60
DFW,TYS,0.3825503355704698,149
DFW,VPS,0.40522875816993464,153
DFW,XNA,0.35802469135802467,243
DHN,ATL,0.23728813559322035,118
DLH,DTW,0.38596491228070173,57
DLH,MSP,0.3523809523809524,105
DLH,ORD,0.4032258064516129,62
DRO,DEN,0.3394495412844037,218
DRO,PHX,0.1917808219178082,73
DSM,ATL,0.5730337078651685,89
DSM,DEN,0.36470588235294116,85
DSM,DFW,0.27932960893854747,179
DSM,DTW,0.4915254237288136,59
DSM,IAH,0.29310344827586204,58
DSM,MCO,0.875,8
DSM,MEM,0.5057471264367817,87
DSM,MKE,0.375,56
DSM,MSP,0.5777777777777777,90
DSM,ORD,0.2974910394265233,279
DSM,PHX,0.05,60
DTW,ABE,0.5058823529411764,85
DTW,ALB,0.543859649122807,114
DTW,ATL,0.551948051948052,462
DTW,ATW,0.29927007299270075,137
DTW,AUS,0.375,32
DTW,AVL,0.03225806451612903,31
DTW,AVP,0.5119047619047619,84
DTW,AZO,0.4957983193277311,119
DTW,BDL,0.5104895104895105,143
DTW,BGM,0.33783783783783783,74
DTW,BGR,0.43333333333333335,30
DTW,BHM,0.4861111111111111,72
DTW,BMI,0.41935483870967744,31
DTW,BNA,0.5436241610738255,149
DTW,BOS,0.5422885572139303,201
DTW,BTV,0.5573770491803278,61
DTW,BUF,0.46405228758169936,153
DTW,BWI,0.515748031496063,254
DTW,CAE,0.45161290322580644,31
DTW,CAK,0.4883720930232558,86
DTW,CHA,0.1935483870967742,31
DTW,CHS,0.2962962962962963,54
DTW,CID,0.3069306930693069,101
DTW,CLE,0.44871794871794873,78
DTW,CLT,0.35177865612648224,253
DTW,CMH,0.5849056603773585,106
DTW,CRW,0.23376623376623376,77
DTW,CVG,0.4370860927152318,151
DTW,DAY,0.4065934065934066,91
DTW,DCA,0.40606060606060607,165
DTW,DEN,0.5677655677655677,273
DTW,DFW,0.38095238095238093,189
DTW,DLH,0.40350877192982454,57
DTW,DSM,0.4305555555555556,72
DTW,ELM,0.49038461538461536,104
DTW,ERI,0.5135135135135135,74
DTW,EVV,0.30303030303030304,66
DTW,EWR,0.4444444444444444,297
DTW,FLL,0.5838150289017341,173
DTW,FNT,0.5555555555555556,90
DTW,FSD,0.5517241379310345,29
DTW,FWA,0.4765625,128
DTW,GRB,0.5603448275862069,116
DTW,GRR,0.44680851063829785,141
DTW,GSO,0.21839080459770116,87
DTW,GSP,0.4444444444444444,90
DTW,HNL,1.0,6
DTW,HPN,1.0,1
DTW,HSV,0.20512820512820512,39
DTW,IAD,0.45454545454545453,198
DTW,IAH,0.35374149659863946,147
DTW,ICT,1.0,1
DTW,IND,0.4954954954954955,222
DTW,ITH,0.41333333333333333,75
DTW,JAN,0.72,25
DTW,JAX,0.5714285714285714,77
DTW,JFK,0.6410256410256411,78
DTW,LAN,0.56,125
DTW,LAS,0.5517241379310345,174
DTW,LAX,0.7291666666666666,144
DTW,LEX,0.37168141592920356,113
DTW,LGA,0.4599483204134367,387
DTW,LIT,0.3157894736842105,38
DTW,LSE,0.25,32
DTW,MBS,0.4021164021164021,189
DTW,MCI,0.578125,128
DTW,MCO,0.5836909871244635,233
DTW,MDT,0.3146067415730337,89
DTW,MDW,0.5964912280701754,342
DTW,MEM,0.5645161290322581,124
DTW,MHT,0.4098360655737705,61
DTW,MIA,0.3841059602649007,151
DTW,MKE,0.5144927536231884,138
DTW,MLI,0.4716981132075472,53
DTW,MQT,0.25,4
DTW,MSN,0.5555555555555556,153
DTW,MSP,0.5687732342007435,269
DTW,MSY,0.22727272727272727,44
DTW,OKC,0.8421052631578947,38
DTW,OMA,0.4576271186440678,118
DTW,ORD,0.4541387024608501,447
DTW,ORF,0.49193548387096775,124
DTW,PBI,0.5373134328358209,67
DTW,PHL,0.35714285714285715,224
DTW,PHX,0.51953125,256
DTW,PIA,0.48214285714285715,56
DTW,PIT,0.5303030303030303,132
DTW,PLN,0.46875,32
DTW,PVD,0.44,100
DTW,PWM,0.4725274725274725,91
DTW,RDU,0.5050505050505051,99
DTW,RIC,0.39473684210526316,114
DTW,ROA,0.5084745762711864,59
DTW,ROC,0.3064516129032258,124
DTW,RST,0.375,40
DTW,RSW,0.4846153846153846,130
DTW,SAN,0.6341463414634146,41
DTW,SAT,0.475,40
DTW,SAV,0.4,40
DTW,SBN,0.46808510638297873,141
DTW,SCE,0.5402298850574713,87
DTW,SDF,0.3220338983050847,59
DTW,SEA,0.6363636363636364,88
DTW,SFO,0.6477272727272727,88
DTW,SJU,0.4,5
DTW,SLC,0.7540983606557377,122
DTW,SRQ,0.5714285714285714,14
DTW,STL,0.5,168
DTW,SWF,0.4659090909090909,88
DTW,SYR,0.3412698412698413,126
DTW,TPA,0.5056818181818182,176
DTW,TRI,0.2903225806451613,31
DTW,TUL,0.88,25
DTW,TVC,0.504424778761062,113
DTW,TYS,0.449438202247191,89
DTW,XNA,0.21428571428571427,42
EAU,CWA,0.14814814814814814,27
EAU,ORD,0.4838709677419355,62
ECP,ATL,0.2697095435684647,241
ECP,BNA,0.3387096774193548,62
ECP,BWI,0.4032258064516129,62
ECP,HOU,0.3709677419354839,62
ECP,MCO,0.3225806451612903,62
ECP,MEM,0.25274725274725274,91
EGE,ATL,0.35714285714285715,14
EGE,DEN,0.2708333333333333,96
EGE,DFW,0.23529411764705882,51
EGE,EWR,0.5625,16
EGE,IAH,0.5625,16
EGE,JFK,0.26666666666666666,15
EGE,LAX,0.4375,16
EGE,LGA,0.0,2
EGE,MIA,0.25,16
EGE,ORD,0.3888888888888889,18
EKO,SLC,0.4827586206896552,116
ELM,DTW,0.40384615384615385,104
ELP,ABQ,0.6909090909090909,55
ELP,ATL,0.4069767441860465,86
ELP,AUS,0.5106382978723404,94
ELP,DAL,0.6262626262626263,198
ELP,DEN,0.3181818181818182,88
ELP,DFW,0.24789915966386555,238
ELP,HOU,0.5747126436781609,87
ELP,IAH,0.22285714285714286,175
ELP,LAS,0.6344086021505376,93
ELP,LAX,0.5405405405405406,148
ELP,ORD,0.3790322580645161,124
ELP,PHX,0.38368580060422963,331
ELP,SAN,0.5806451612903226,31
ELP,SAT,0.6,70
ERI,DTW,0.3783783783783784,74
EUG,DEN,0.2982456140350877,57
EUG,PDX,0.47058823529411764,119
EUG,SFO,0.5245901639344263,183
EUG,SLC,0.35,60
EVV,ATL,0.2840909090909091,88
EVV,CVG,0.13953488372093023,43
EVV,DFW,0.39344262295081966,61
EVV,DTW,0.2537313432835821,67
EVV,ORD,0.23076923076923078,91
EWN,ATL,0.22972972972972974,74
EWR,ATL,0.4903100775193798,516
EWR,AUS,0.41333333333333333,75
EWR,AVL,0.41935483870967744,31
EWR,BDL,0.52,25
EWR,BNA,0.45625,160
EWR,BOS,0.4263959390862944,197
EWR,BQN,0.8620689655172413,29
EWR,BTV,0.4189189189189189,74
EWR,BUF,0.375,16
EWR,BWI,0.47674418604651164,86
EWR,CHS,0.4666666666666667,90
EWR,CLE,0.42528735632183906,174
EWR,CLT,0.28661087866108786,478
EWR,CMH,0.5596330275229358,109
EWR,CVG,0.42792792792792794,222
EWR,DAY,0.5975609756097561,82
EWR,DCA,0.5147058823529411,136
EWR,DEN,0.5767195767195767,189
EWR,DFW,0.3432343234323432,303
EWR,DTW,0.4928774928774929,351
EWR,EGE,0.5625,16
EWR,FLL,0.5845272206303725,349
EWR,GRR,0.4423076923076923,52
EWR,GSO,0.4215686274509804,102
EWR,GSP,0.36363636363636365,66
EWR,HDN,1.0,2
EWR,HNL,0.7741935483870968,31
EWR,IAD,0.16666666666666666,6
EWR,IAH,0.6482558139534884,344
EWR,IND,0.44242424242424244,165
EWR,JAX,0.4380165289256198,121
EWR,LAS,0.5666666666666667,120
EWR,LAX,0.6958333333333333,240
EWR,LIT,0.5555555555555556,27
EWR,MCI,0.49230769230769234,130
EWR,MCO,0.5510204081632653,392
EWR,MEM,0.3515625,128
EWR,MHT,0.4396551724137931,116
EWR,MIA,0.5313807531380753,239
EWR,MKE,0.43209876543209874,81
EWR,MSN,0.3103448275862069,29
EWR,MSP,0.4930232558139535,215
EWR,MSY,0.4,75
EWR,MTJ,0.0,2
EWR,MYR,0.4,5
EWR,OKC,0.5172413793103449,29
EWR,OMA,0.46835443037974683,79
EWR,ORD,0.3901639344262295,610
EWR,ORF,0.4166666666666667,60
EWR,PBI,0.5426008968609866,223
EWR,PDX,0.6557377049180327,61
EWR,PHX,0.43,200
EWR,PIT,0.4153846153846154,65
EWR,PVD,0.4297520661157025,121
EWR,PWM,0.0,1
EWR,RDU,0.45614035087719296,57
EWR,RIC,0.5547445255474452,137
EWR,ROC,0.5,74
EWR,RSW,0.4025974025974026,154
EWR,SAN,0.7129629629629629,108
EWR,SAT,0.44642857142857145,56
EWR,SAV,0.4142857142857143,70
EWR,SDF,0.4177215189873418,79
EWR,SEA,0.621301775147929,169
EWR,SFO,0.6277056277056277,231
EWR,SJU,0.7301587301587301,63
EWR,SLC,0.5535714285714286,56
EWR,SNA,0.620253164556962,79
EWR,STL,0.4567901234567901,162
EWR,STT,0.625,24
EWR,SYR,0.6923076923076923,13
EWR,TPA,0.5572139303482587,201
EWR,TUL,0.5555555555555556,27
EWR,TYS,0.5454545454545454,33
EWR,XNA,0.4857142857142857,35
EYW,ATL,0.45263157894736844,95
EYW,MCO,0.16129032258064516,31
FAI,ANC,0.34782608695652173,207
FAI,BRW,0.5333333333333333,30
FAI,SCC,0.23333333333333334,30
FAI,SEA,0.45161290322580644,62
FAR,DEN,0.3445378151260504,119
FAR,MSP,0.46,150
FAR,ORD,0.32335329341317365,167
FAR,SLC,0.4444444444444444,54
FAT,DEN,0.36666666666666664,90
FAT,DFW,0.3442622950819672,61
FAT,LAS,0.39864864864864863,148
FAT,LAX,0.36303630363036304,303
FAT,PHX,0.24242424242424243,132
FAT,SFO,0.5364238410596026,151
FAT,SLC,0.46511627906976744,86
FAY,ATL,0.3821138211382114,246
FAY,CLT,0.03225806451612903,31
FAY,DFW,0.14754098360655737,61
FCA,DEN,0.1935483870967742,31
FCA,MSP,0.4666666666666667,15
FCA,SLC,0.26956521739130435,115
FLG,PHX,0.1187214611872146,219
FLL,ABE,0.058823529411764705,17
FLL,ALB,0.7096774193548387,31
FLL,ATL,0.33534743202416917,662
FLL,AUS,0.6290322580645161,62
FLL,BDL,0.5217391304347826,138
FLL,BNA,0.8064516129032258,62
FLL,BOS,0.5764705882352941,170
FLL,BUF,0.543859649122807,57
FLL,BWI,0.4727272727272727,220
FLL,CLE,0.3541666666666667,48
FLL,CLT,0.226890756302521,238
FLL,CMH,0.15384615384615385,26
FLL,CVG,0.5614035087719298,57
FLL,DCA,0.26666666666666666,150
FLL,DEN,0.5702479338842975,121
FLL,DFW,0.2702702702702703,185
FLL,DTW,0.313953488372093,172
FLL,EWR,0.48579545454545453,352
FLL,HOU,0.7741935483870968,62
FLL,HPN,0.494949494949495,99
FLL,IAD,0.6404494382022472,89
FLL,IAH,0.4066666666666667,150
FLL,IND,0.25,32
FLL,ISP,0.5851063829787234,94
FLL,JAX,0.5693430656934306,137
FLL,JFK,0.47651006711409394,447
FLL,LAS,0.6451612903225806,31
FLL,LAX,0.16129032258064516,31
FLL,LEX,0.46153846153846156,13
FLL,LGA,0.3961661341853035,313
FLL,LGB,0.9032258064516129,31
